"Activity" "Subject" "Measurement" "Average"
"Standing" 9 "FreqBodyAccJerkMeanY" -0.962624298888889
"Standing" 10 "FreqBodyAccJerkMeanY" -0.942187760454545
"Standing" 11 "FreqBodyAccJerkMeanY" -0.979287024255319
"Standing" 12 "FreqBodyAccJerkMeanY" -0.95329178
"Standing" 13 "FreqBodyAccJerkMeanY" -0.977752775438597
"Standing" 14 "FreqBodyAccJerkMeanY" -0.967249904833333
"Standing" 15 "FreqBodyAccJerkMeanY" -0.967884709433962
"Standing" 16 "FreqBodyAccJerkMeanY" -0.982425403974359
"Standing" 17 "FreqBodyAccJerkMeanY" -0.986278342435897
"Standing" 18 "FreqBodyAccJerkMeanY" -0.975243689589041
"Standing" 19 "FreqBodyAccJerkMeanY" -0.970011345890411
"Standing" 20 "FreqBodyAccJerkMeanY" -0.935717554109589
"Standing" 21 "FreqBodyAccJerkMeanY" -0.964503015505618
"Standing" 22 "FreqBodyAccJerkMeanY" -0.952141454126984
"Standing" 23 "FreqBodyAccJerkMeanY" -0.975176561617647
"Standing" 24 "FreqBodyAccJerkMeanY" -0.967720592463768
"Standing" 25 "FreqBodyAccJerkMeanY" -0.972554452972973
"Standing" 26 "FreqBodyAccJerkMeanY" -0.976267058648649
"Standing" 27 "FreqBodyAccJerkMeanY" -0.97586868
"Standing" 28 "FreqBodyAccJerkMeanY" -0.93516897835443
"Standing" 29 "FreqBodyAccJerkMeanY" -0.983194980615385
"Standing" 30 "FreqBodyAccJerkMeanY" -0.957434887457627
"Laying" 1 "FreqBodyAccJerkMeanY" -0.9224626098
"Laying" 2 "FreqBodyAccJerkMeanY" -0.982768250416667
"Laying" 3 "FreqBodyAccJerkMeanY" -0.968752113709677
"Laying" 4 "FreqBodyAccJerkMeanY" -0.943969987222222
"Laying" 5 "FreqBodyAccJerkMeanY" -0.965328566153846
"Laying" 6 "FreqBodyAccJerkMeanY" -0.936043420175439
"Laying" 7 "FreqBodyAccJerkMeanY" -0.972531648846154
"Laying" 8 "FreqBodyAccJerkMeanY" -0.975877437407407
"Laying" 9 "FreqBodyAccJerkMeanY" -0.9640828062
"Laying" 10 "FreqBodyAccJerkMeanY" -0.968039173793103
"Laying" 11 "FreqBodyAccJerkMeanY" -0.973882496666667
"Laying" 12 "FreqBodyAccJerkMeanY" -0.963223332
"Laying" 13 "FreqBodyAccJerkMeanY" -0.980375137419355
"Laying" 14 "FreqBodyAccJerkMeanY" -0.969342124313725
"Laying" 15 "FreqBodyAccJerkMeanY" -0.970833221666667
"Laying" 16 "FreqBodyAccJerkMeanY" -0.984752927142857
"Laying" 17 "FreqBodyAccJerkMeanY" -0.977212387746479
"Laying" 18 "FreqBodyAccJerkMeanY" -0.985865325230769
"Laying" 19 "FreqBodyAccJerkMeanY" -0.974878270963855
"Laying" 20 "FreqBodyAccJerkMeanY" -0.9772207075
"Laying" 21 "FreqBodyAccJerkMeanY" -0.972039417111111
"Laying" 22 "FreqBodyAccJerkMeanY" -0.954833264305556
"Laying" 23 "FreqBodyAccJerkMeanY" -0.988230264166667
"Laying" 24 "FreqBodyAccJerkMeanY" -0.982140613888889
"Laying" 25 "FreqBodyAccJerkMeanY" -0.946802003561644
"Laying" 26 "FreqBodyAccJerkMeanY" -0.987115080789474
"Laying" 27 "FreqBodyAccJerkMeanY" -0.985257277297297
"Laying" 28 "FreqBodyAccJerkMeanY" -0.978094827375
"Laying" 29 "FreqBodyAccJerkMeanY" -0.989398823913043
"Laying" 30 "FreqBodyAccJerkMeanY" -0.971696279857143
"Walking" 1 "FreqBodyAccJerkMeanZ" -0.468999224631579
"Walking" 2 "FreqBodyAccJerkMeanZ" -0.554956709661017
"Walking" 3 "FreqBodyAccJerkMeanZ" -0.514137255344828
"Walking" 4 "FreqBodyAccJerkMeanZ" -0.728991595666667
"Walking" 5 "FreqBodyAccJerkMeanZ" -0.590496615535714
"Walking" 6 "FreqBodyAccJerkMeanZ" -0.541438616140351
"Walking" 7 "FreqBodyAccJerkMeanZ" -0.106490372892632
"Walking" 8 "FreqBodyAccJerkMeanZ" -0.361563262083333
"Walking" 9 "FreqBodyAccJerkMeanZ" -0.399541245192308
"Walking" 10 "FreqBodyAccJerkMeanZ" -0.464020508867925
"Walking" 11 "FreqBodyAccJerkMeanZ" -0.69259387220339
"Walking" 12 "FreqBodyAccJerkMeanZ" -0.4913861728
"Walking" 13 "FreqBodyAccJerkMeanZ" -0.342263716894737
"Walking" 14 "FreqBodyAccJerkMeanZ" -0.415899179152542
"Walking" 15 "FreqBodyAccJerkMeanZ" -0.648905254074074
"Walking" 16 "FreqBodyAccJerkMeanZ" -0.422332394117647
"Walking" 17 "FreqBodyAccJerkMeanZ" -0.523427055737705
"Walking" 18 "FreqBodyAccJerkMeanZ" -0.601147246785714
"Walking" 19 "FreqBodyAccJerkMeanZ" -0.129367902596154
"Walking" 20 "FreqBodyAccJerkMeanZ" -0.34599447627451
"Walking" 21 "FreqBodyAccJerkMeanZ" -0.405700157884615
"Walking" 22 "FreqBodyAccJerkMeanZ" -0.281973435652174
"Walking" 23 "FreqBodyAccJerkMeanZ" -0.0572021324745763
"Walking" 24 "FreqBodyAccJerkMeanZ" -0.469920224310345
"Walking" 25 "FreqBodyAccJerkMeanZ" -0.659286392837838
"Walking" 26 "FreqBodyAccJerkMeanZ" -0.398673189830508
"Walking" 27 "FreqBodyAccJerkMeanZ" -0.382617091578947
"Walking" 28 "FreqBodyAccJerkMeanZ" -0.498754491111111
"Walking" 29 "FreqBodyAccJerkMeanZ" -0.394877826981132
"Walking" 30 "FreqBodyAccJerkMeanZ" -0.467030710153846
"WalkingUpstairs" 1 "FreqBodyAccJerkMeanZ" -0.685474353962264
"WalkingUpstairs" 2 "FreqBodyAccJerkMeanZ" -0.522728063333333
"WalkingUpstairs" 3 "FreqBodyAccJerkMeanZ" -0.677314534067797
"WalkingUpstairs" 4 "FreqBodyAccJerkMeanZ" -0.690106934230769
"WalkingUpstairs" 5 "FreqBodyAccJerkMeanZ" -0.606717464680851
"WalkingUpstairs" 6 "FreqBodyAccJerkMeanZ" -0.549314615882353
"WalkingUpstairs" 7 "FreqBodyAccJerkMeanZ" -0.581764526862745
"WalkingUpstairs" 8 "FreqBodyAccJerkMeanZ" -0.386655803658537
"WalkingUpstairs" 9 "FreqBodyAccJerkMeanZ" -0.615125710612245
"WalkingUpstairs" 10 "FreqBodyAccJerkMeanZ" -0.553230667234043
"WalkingUpstairs" 11 "FreqBodyAccJerkMeanZ" -0.765387905555556
"WalkingUpstairs" 12 "FreqBodyAccJerkMeanZ" -0.687929868653846
"WalkingUpstairs" 13 "FreqBodyAccJerkMeanZ" -0.631496434363636
"WalkingUpstairs" 14 "FreqBodyAccJerkMeanZ" -0.264008468333333
"WalkingUpstairs" 15 "FreqBodyAccJerkMeanZ" -0.714554172708333
"WalkingUpstairs" 16 "FreqBodyAccJerkMeanZ" -0.565220840588235
"WalkingUpstairs" 17 "FreqBodyAccJerkMeanZ" -0.633017707916667
"WalkingUpstairs" 18 "FreqBodyAccJerkMeanZ" -0.736149274137931
"WalkingUpstairs" 19 "FreqBodyAccJerkMeanZ" -0.3806571232
"WalkingUpstairs" 20 "FreqBodyAccJerkMeanZ" -0.492755895098039
"WalkingUpstairs" 21 "FreqBodyAccJerkMeanZ" -0.519815170851064
"WalkingUpstairs" 22 "FreqBodyAccJerkMeanZ" -0.414448875714286
"WalkingUpstairs" 23 "FreqBodyAccJerkMeanZ" -0.346605238039216
"WalkingUpstairs" 24 "FreqBodyAccJerkMeanZ" -0.48339098779661
"WalkingUpstairs" 25 "FreqBodyAccJerkMeanZ" -0.793266971230769
"WalkingUpstairs" 26 "FreqBodyAccJerkMeanZ" -0.639741264909091
"WalkingUpstairs" 27 "FreqBodyAccJerkMeanZ" -0.608544241568627
"WalkingUpstairs" 28 "FreqBodyAccJerkMeanZ" -0.587813565294118
"WalkingUpstairs" 29 "FreqBodyAccJerkMeanZ" -0.646198587755102
"WalkingUpstairs" 30 "FreqBodyAccJerkMeanZ" -0.737803881230769
"WalkingDownstairs" 1 "FreqBodyAccJerkMeanZ" -0.288334735714286
"WalkingDownstairs" 2 "FreqBodyAccJerkMeanZ" -0.271498721106383
"WalkingDownstairs" 3 "FreqBodyAccJerkMeanZ" -0.529059450612245
"WalkingDownstairs" 4 "FreqBodyAccJerkMeanZ" -0.583917371333333
"WalkingDownstairs" 5 "FreqBodyAccJerkMeanZ" -0.491979946170213
"WalkingDownstairs" 6 "FreqBodyAccJerkMeanZ" -0.283086205125
"WalkingDownstairs" 7 "FreqBodyAccJerkMeanZ" -0.296494902765957
"WalkingDownstairs" 8 "FreqBodyAccJerkMeanZ" 0.0586096890447368
"WalkingDownstairs" 9 "FreqBodyAccJerkMeanZ" -0.293677789595238
"WalkingDownstairs" 10 "FreqBodyAccJerkMeanZ" -0.240679035428947
"WalkingDownstairs" 11 "FreqBodyAccJerkMeanZ" -0.530225529130435
"WalkingDownstairs" 12 "FreqBodyAccJerkMeanZ" -0.451614324565217
"WalkingDownstairs" 13 "FreqBodyAccJerkMeanZ" -0.276138039897872
"WalkingDownstairs" 14 "FreqBodyAccJerkMeanZ" -0.0248789805888889
"WalkingDownstairs" 15 "FreqBodyAccJerkMeanZ" -0.345376541261905
"WalkingDownstairs" 16 "FreqBodyAccJerkMeanZ" -0.241974080021277
"WalkingDownstairs" 17 "FreqBodyAccJerkMeanZ" -0.498668458043478
"WalkingDownstairs" 18 "FreqBodyAccJerkMeanZ" -0.622135895090909
"WalkingDownstairs" 19 "FreqBodyAccJerkMeanZ" 0.0595905768717949
"WalkingDownstairs" 20 "FreqBodyAccJerkMeanZ" -0.356220245355556
"WalkingDownstairs" 21 "FreqBodyAccJerkMeanZ" -0.196838264546667
"WalkingDownstairs" 22 "FreqBodyAccJerkMeanZ" -0.419534253611111
"WalkingDownstairs" 23 "FreqBodyAccJerkMeanZ" 0.157775692377778
"WalkingDownstairs" 24 "FreqBodyAccJerkMeanZ" -0.250000183381818
"WalkingDownstairs" 25 "FreqBodyAccJerkMeanZ" -0.686843959310345
"WalkingDownstairs" 26 "FreqBodyAccJerkMeanZ" -0.3601146078
"WalkingDownstairs" 27 "FreqBodyAccJerkMeanZ" -0.343626396295455
"WalkingDownstairs" 28 "FreqBodyAccJerkMeanZ" -0.365287434717391
"WalkingDownstairs" 29 "FreqBodyAccJerkMeanZ" -0.411173451875
"WalkingDownstairs" 30 "FreqBodyAccJerkMeanZ" -0.399688694032258
"Sitting" 1 "FreqBodyAccJerkMeanZ" -0.986053092340425
"Sitting" 2 "FreqBodyAccJerkMeanZ" -0.985129050217391
"Sitting" 3 "FreqBodyAccJerkMeanZ" -0.970845669423077
"Sitting" 4 "FreqBodyAccJerkMeanZ" -0.9751549056
"Sitting" 5 "FreqBodyAccJerkMeanZ" -0.969501330681818
"Sitting" 6 "FreqBodyAccJerkMeanZ" -0.954199785636364
"Sitting" 7 "FreqBodyAccJerkMeanZ" -0.968503504791667
"Sitting" 8 "FreqBodyAccJerkMeanZ" -0.982995311086956
"Sitting" 9 "FreqBodyAccJerkMeanZ" -0.9575269752
"Sitting" 10 "FreqBodyAccJerkMeanZ" -0.986056767777778
"Sitting" 11 "FreqBodyAccJerkMeanZ" -0.981124861320755
"Sitting" 12 "FreqBodyAccJerkMeanZ" -0.975551564117647
"Sitting" 13 "FreqBodyAccJerkMeanZ" -0.985261204693878
"Sitting" 14 "FreqBodyAccJerkMeanZ" -0.97275196962963
"Sitting" 15 "FreqBodyAccJerkMeanZ" -0.984908418474576
"Sitting" 16 "FreqBodyAccJerkMeanZ" -0.981178036811594
"Sitting" 17 "FreqBodyAccJerkMeanZ" -0.9888280653125
"Sitting" 18 "FreqBodyAccJerkMeanZ" -0.988689671578947
"Sitting" 19 "FreqBodyAccJerkMeanZ" -0.98398048
"Sitting" 20 "FreqBodyAccJerkMeanZ" -0.973211461363636
"Sitting" 21 "FreqBodyAccJerkMeanZ" -0.983434322941176
"Sitting" 22 "FreqBodyAccJerkMeanZ" -0.975330718709677
"Sitting" 23 "FreqBodyAccJerkMeanZ" -0.972656226029412
"Sitting" 24 "FreqBodyAccJerkMeanZ" -0.981971300147059
"Sitting" 25 "FreqBodyAccJerkMeanZ" -0.986326396461538
"Sitting" 26 "FreqBodyAccJerkMeanZ" -0.987989982948718
"Sitting" 27 "FreqBodyAccJerkMeanZ" -0.987087721142857
"Sitting" 28 "FreqBodyAccJerkMeanZ" -0.972939551944444
"Sitting" 29 "FreqBodyAccJerkMeanZ" -0.988470241
"Sitting" 30 "FreqBodyAccJerkMeanZ" -0.985978315322581
"Standing" 1 "FreqBodyAccJerkMeanZ" -0.990752166037736
"Standing" 2 "FreqBodyAccJerkMeanZ" -0.979775152037037
"Standing" 3 "FreqBodyAccJerkMeanZ" -0.969174903442623
"Standing" 4 "FreqBodyAccJerkMeanZ" -0.968648411607143
"Standing" 5 "FreqBodyAccJerkMeanZ" -0.958438726607143
"Standing" 6 "FreqBodyAccJerkMeanZ" -0.963743518070175
"Standing" 7 "FreqBodyAccJerkMeanZ" -0.968229643018868
"Standing" 8 "FreqBodyAccJerkMeanZ" -0.979477193333333
"Standing" 9 "FreqBodyAccJerkMeanZ" -0.967129200444444
"Standing" 10 "FreqBodyAccJerkMeanZ" -0.972241512272727
"Standing" 11 "FreqBodyAccJerkMeanZ" -0.988460788085106
"Standing" 12 "FreqBodyAccJerkMeanZ" -0.971122527868852
"Standing" 13 "FreqBodyAccJerkMeanZ" -0.98460855877193
"Standing" 14 "FreqBodyAccJerkMeanZ" -0.966718434333333
"Standing" 15 "FreqBodyAccJerkMeanZ" -0.982632302830189
"Standing" 16 "FreqBodyAccJerkMeanZ" -0.986091891538462
"Standing" 17 "FreqBodyAccJerkMeanZ" -0.989563633076923
"Standing" 18 "FreqBodyAccJerkMeanZ" -0.986265653561644
"Standing" 19 "FreqBodyAccJerkMeanZ" -0.983463295479452
"Standing" 20 "FreqBodyAccJerkMeanZ" -0.952741107945206
"Standing" 21 "FreqBodyAccJerkMeanZ" -0.974780645393258
"Standing" 22 "FreqBodyAccJerkMeanZ" -0.977567430952381
"Standing" 23 "FreqBodyAccJerkMeanZ" -0.969610229705882
"Standing" 24 "FreqBodyAccJerkMeanZ" -0.974170468405797
"Standing" 25 "FreqBodyAccJerkMeanZ" -0.984832251216216
"Standing" 26 "FreqBodyAccJerkMeanZ" -0.984563921216216
"Standing" 27 "FreqBodyAccJerkMeanZ" -0.9851113755
"Standing" 28 "FreqBodyAccJerkMeanZ" -0.964751238734177
"Standing" 29 "FreqBodyAccJerkMeanZ" -0.988541579384615
"Standing" 30 "FreqBodyAccJerkMeanZ" -0.962892627966102
"Laying" 1 "FreqBodyAccJerkMeanZ" -0.9480609042
"Laying" 2 "FreqBodyAccJerkMeanZ" -0.986197134583333
"Laying" 3 "FreqBodyAccJerkMeanZ" -0.979122344354839
"Laying" 4 "FreqBodyAccJerkMeanZ" -0.975383329444444
"Laying" 5 "FreqBodyAccJerkMeanZ" -0.983250309423077
"Laying" 6 "FreqBodyAccJerkMeanZ" -0.954425844736842
"Laying" 7 "FreqBodyAccJerkMeanZ" -0.969524977692308
"Laying" 8 "FreqBodyAccJerkMeanZ" -0.962111136666667
"Laying" 9 "FreqBodyAccJerkMeanZ" -0.955909215
"Laying" 10 "FreqBodyAccJerkMeanZ" -0.972592212931034
"Laying" 11 "FreqBodyAccJerkMeanZ" -0.979564844210526
"Laying" 12 "FreqBodyAccJerkMeanZ" -0.967149695166667
"Laying" 13 "FreqBodyAccJerkMeanZ" -0.980994601935484
"Laying" 14 "FreqBodyAccJerkMeanZ" -0.968593195686275
"Laying" 15 "FreqBodyAccJerkMeanZ" -0.97477568375
"Laying" 16 "FreqBodyAccJerkMeanZ" -0.985544945285714
"Laying" 17 "FreqBodyAccJerkMeanZ" -0.98038005915493
"Laying" 18 "FreqBodyAccJerkMeanZ" -0.989116865846154
"Laying" 19 "FreqBodyAccJerkMeanZ" -0.986506488795181
"Laying" 20 "FreqBodyAccJerkMeanZ" -0.982876212058823
"Laying" 21 "FreqBodyAccJerkMeanZ" -0.981630805333333
"Laying" 22 "FreqBodyAccJerkMeanZ" -0.970918941666667
"Laying" 23 "FreqBodyAccJerkMeanZ" -0.982415511805556
"Laying" 24 "FreqBodyAccJerkMeanZ" -0.981549689583333
"Laying" 25 "FreqBodyAccJerkMeanZ" -0.962632674520548
"Laying" 26 "FreqBodyAccJerkMeanZ" -0.987308252236842
"Laying" 27 "FreqBodyAccJerkMeanZ" -0.988033129054054
"Laying" 28 "FreqBodyAccJerkMeanZ" -0.970251565375
"Laying" 29 "FreqBodyAccJerkMeanZ" -0.992018447826087
"Laying" 30 "FreqBodyAccJerkMeanZ" -0.975632420428571
"Walking" 1 "FreqBodyAccJerkStdX" -0.133586606326316
"Walking" 2 "FreqBodyAccJerkStdX" -0.31431306340678
"Walking" 3 "FreqBodyAccJerkStdX" -0.296596633103448
"Walking" 4 "FreqBodyAccJerkStdX" -0.29732607245
"Walking" 5 "FreqBodyAccJerkStdX" -0.3213903195
"Walking" 6 "FreqBodyAccJerkStdX" -0.19269469414386
"Walking" 7 "FreqBodyAccJerkStdX" -0.365314790947368
"Walking" 8 "FreqBodyAccJerkStdX" -0.271448185291667
"Walking" 9 "FreqBodyAccJerkStdX" -0.170228340134423
"Walking" 10 "FreqBodyAccJerkStdX" -0.0791518267107547
"Walking" 11 "FreqBodyAccJerkStdX" -0.45394304
"Walking" 12 "FreqBodyAccJerkStdX" -0.03105929456
"Walking" 13 "FreqBodyAccJerkStdX" -0.219716159766667
"Walking" 14 "FreqBodyAccJerkStdX" -0.484797709830508
"Walking" 15 "FreqBodyAccJerkStdX" -0.411500068148148
"Walking" 16 "FreqBodyAccJerkStdX" -0.402884115098039
"Walking" 17 "FreqBodyAccJerkStdX" -0.343866129016393
"Walking" 18 "FreqBodyAccJerkStdX" -0.375992795357143
"Walking" 19 "FreqBodyAccJerkStdX" 0.0908366492173077
"Walking" 20 "FreqBodyAccJerkStdX" -0.122237205541176
"Walking" 21 "FreqBodyAccJerkStdX" -0.107412802661538
"Walking" 22 "FreqBodyAccJerkStdX" 0.0180047785304348
"Walking" 23 "FreqBodyAccJerkStdX" -0.235172990305085
"Walking" 24 "FreqBodyAccJerkStdX" -0.507640734482759
"Walking" 25 "FreqBodyAccJerkStdX" -0.624145724594595
"Walking" 26 "FreqBodyAccJerkStdX" -0.351065957627119
"Walking" 27 "FreqBodyAccJerkStdX" -0.346610413333333
"Walking" 28 "FreqBodyAccJerkStdX" -0.367116416481481
"Walking" 29 "FreqBodyAccJerkStdX" -0.307336669773585
"Walking" 30 "FreqBodyAccJerkStdX" -0.415135398
"WalkingUpstairs" 1 "FreqBodyAccJerkStdX" -0.461907025849057
"WalkingUpstairs" 2 "FreqBodyAccJerkStdX" -0.365415441458333
"WalkingUpstairs" 3 "FreqBodyAccJerkStdX" -0.486446509661017
"WalkingUpstairs" 4 "FreqBodyAccJerkStdX" -0.396762584807692
"WalkingUpstairs" 5 "FreqBodyAccJerkStdX" -0.22532784293617
"WalkingUpstairs" 6 "FreqBodyAccJerkStdX" -0.186815074235294
"WalkingUpstairs" 7 "FreqBodyAccJerkStdX" -0.426974025686275
"WalkingUpstairs" 8 "FreqBodyAccJerkStdX" -0.24733661795122
"WalkingUpstairs" 9 "FreqBodyAccJerkStdX" -0.327421989591837
"WalkingUpstairs" 10 "FreqBodyAccJerkStdX" -0.247598320858298
"WalkingUpstairs" 11 "FreqBodyAccJerkStdX" -0.458255021296296
"WalkingUpstairs" 12 "FreqBodyAccJerkStdX" -0.39060122
"WalkingUpstairs" 13 "FreqBodyAccJerkStdX" -0.514337759454545
"WalkingUpstairs" 14 "FreqBodyAccJerkStdX" -0.41096787037037
"WalkingUpstairs" 15 "FreqBodyAccJerkStdX" -0.207231605488542
"WalkingUpstairs" 16 "FreqBodyAccJerkStdX" -0.538073090196078
"WalkingUpstairs" 17 "FreqBodyAccJerkStdX" -0.287219038291667
"WalkingUpstairs" 18 "FreqBodyAccJerkStdX" -0.575331252413793
"WalkingUpstairs" 19 "FreqBodyAccJerkStdX" -0.2172651781
"WalkingUpstairs" 20 "FreqBodyAccJerkStdX" -0.187090779486275
"WalkingUpstairs" 21 "FreqBodyAccJerkStdX" -0.462972848723404
"WalkingUpstairs" 22 "FreqBodyAccJerkStdX" -0.0677978520178571
"WalkingUpstairs" 23 "FreqBodyAccJerkStdX" -0.424877553333333
"WalkingUpstairs" 24 "FreqBodyAccJerkStdX" -0.527104719152542
"WalkingUpstairs" 25 "FreqBodyAccJerkStdX" -0.690213625846154
"WalkingUpstairs" 26 "FreqBodyAccJerkStdX" -0.342075432
"WalkingUpstairs" 27 "FreqBodyAccJerkStdX" -0.47892337254902
"WalkingUpstairs" 28 "FreqBodyAccJerkStdX" -0.37027368
"WalkingUpstairs" 29 "FreqBodyAccJerkStdX" -0.211385397877551
"WalkingUpstairs" 30 "FreqBodyAccJerkStdX" -0.561565206615385
"WalkingDownstairs" 1 "FreqBodyAccJerkStdX" -0.0863278966402041
"WalkingDownstairs" 2 "FreqBodyAccJerkStdX" 0.0499590624829787
"WalkingDownstairs" 3 "FreqBodyAccJerkStdX" -0.165442898685714
"WalkingDownstairs" 4 "FreqBodyAccJerkStdX" -0.208250062317778
"WalkingDownstairs" 5 "FreqBodyAccJerkStdX" 0.011055933212766
"WalkingDownstairs" 6 "FreqBodyAccJerkStdX" 0.0886515099394167
"WalkingDownstairs" 7 "FreqBodyAccJerkStdX" -0.00426289144680851
"WalkingDownstairs" 8 "FreqBodyAccJerkStdX" 0.172658982065789
"WalkingDownstairs" 9 "FreqBodyAccJerkStdX" 0.00938224337142857
"WalkingDownstairs" 10 "FreqBodyAccJerkStdX" 0.156912678626316
"WalkingDownstairs" 11 "FreqBodyAccJerkStdX" -0.12834163051087
"WalkingDownstairs" 12 "FreqBodyAccJerkStdX" -0.072311431676087
"WalkingDownstairs" 13 "FreqBodyAccJerkStdX" -0.114744976032191
"WalkingDownstairs" 14 "FreqBodyAccJerkStdX" -0.0302396365755556
"WalkingDownstairs" 15 "FreqBodyAccJerkStdX" 0.108062740547619
"WalkingDownstairs" 16 "FreqBodyAccJerkStdX" -0.125682818093191
"WalkingDownstairs" 17 "FreqBodyAccJerkStdX" -0.0718767032673913
"WalkingDownstairs" 18 "FreqBodyAccJerkStdX" -0.416050500909091
"WalkingDownstairs" 19 "FreqBodyAccJerkStdX" 0.476803887476923
"WalkingDownstairs" 20 "FreqBodyAccJerkStdX" -0.147278592755556
"WalkingDownstairs" 21 "FreqBodyAccJerkStdX" -0.0463867896444444
"WalkingDownstairs" 22 "FreqBodyAccJerkStdX" 0.0404618458027778
"WalkingDownstairs" 23 "FreqBodyAccJerkStdX" 0.0819587190574074
"WalkingDownstairs" 24 "FreqBodyAccJerkStdX" -0.355930598
"WalkingDownstairs" 25 "FreqBodyAccJerkStdX" -0.522153341034483
"WalkingDownstairs" 26 "FreqBodyAccJerkStdX" -0.130825898392
"WalkingDownstairs" 27 "FreqBodyAccJerkStdX" -0.0522811342045455
"WalkingDownstairs" 28 "FreqBodyAccJerkStdX" -0.0980112293695652
"WalkingDownstairs" 29 "FreqBodyAccJerkStdX" -0.0986379156229167
"WalkingDownstairs" 30 "FreqBodyAccJerkStdX" -0.289802729403226
"Sitting" 1 "FreqBodyAccJerkStdX" -0.987492994468085
"Sitting" 2 "FreqBodyAccJerkStdX" -0.989459107391304
"Sitting" 3 "FreqBodyAccJerkStdX" -0.976283534807692
"Sitting" 4 "FreqBodyAccJerkStdX" -0.9787769122
"Sitting" 5 "FreqBodyAccJerkStdX" -0.976530547272727
"Sitting" 6 "FreqBodyAccJerkStdX" -0.971488767454545
"Sitting" 7 "FreqBodyAccJerkStdX" -0.984026344375
"Sitting" 8 "FreqBodyAccJerkStdX" -0.986913610652174
"Sitting" 9 "FreqBodyAccJerkStdX" -0.9666604036
"Sitting" 10 "FreqBodyAccJerkStdX" -0.989550917407407
"Sitting" 11 "FreqBodyAccJerkStdX" -0.981607942075472
"Sitting" 12 "FreqBodyAccJerkStdX" -0.977980349019608
"Sitting" 13 "FreqBodyAccJerkStdX" -0.99368217
"Sitting" 14 "FreqBodyAccJerkStdX" -0.981920831111111
"Sitting" 15 "FreqBodyAccJerkStdX" -0.989314359661017
"Sitting" 16 "FreqBodyAccJerkStdX" -0.991567867681159
"Sitting" 17 "FreqBodyAccJerkStdX" -0.9946131621875
"Sitting" 18 "FreqBodyAccJerkStdX" -0.992039060701754
"Sitting" 19 "FreqBodyAccJerkStdX" -0.988576991369863
"Sitting" 20 "FreqBodyAccJerkStdX" -0.983565760757576
"Sitting" 21 "FreqBodyAccJerkStdX" -0.990027822470588
"Sitting" 22 "FreqBodyAccJerkStdX" -0.984299609032258
"Sitting" 23 "FreqBodyAccJerkStdX" -0.986019630441176
"Sitting" 24 "FreqBodyAccJerkStdX" -0.9892888075
"Sitting" 25 "FreqBodyAccJerkStdX" -0.992750109846154
"Sitting" 26 "FreqBodyAccJerkStdX" -0.99329986051282
"Sitting" 27 "FreqBodyAccJerkStdX" -0.991292270714286
"Sitting" 28 "FreqBodyAccJerkStdX" -0.977786782222222
"Sitting" 29 "FreqBodyAccJerkStdX" -0.9942201755
"Sitting" 30 "FreqBodyAccJerkStdX" -0.990017564516129
"Standing" 1 "FreqBodyAccJerkStdX" -0.995073759245283
"Standing" 2 "FreqBodyAccJerkStdX" -0.983007923703704
"Standing" 3 "FreqBodyAccJerkStdX" -0.960570921803279
"Standing" 4 "FreqBodyAccJerkStdX" -0.975706723571429
"Standing" 5 "FreqBodyAccJerkStdX" -0.965778920714286
"Standing" 6 "FreqBodyAccJerkStdX" -0.975235677719298
"Standing" 7 "FreqBodyAccJerkStdX" -0.978729082830189
"Standing" 8 "FreqBodyAccJerkStdX" -0.990414086851852
"Standing" 9 "FreqBodyAccJerkStdX" -0.971278823333333
"Standing" 10 "FreqBodyAccJerkStdX" -0.968612135909091
"Standing" 11 "FreqBodyAccJerkStdX" -0.993414564042553
"Standing" 12 "FreqBodyAccJerkStdX" -0.975581439016393
"Standing" 13 "FreqBodyAccJerkStdX" -0.988185112807018
"Standing" 14 "FreqBodyAccJerkStdX" -0.980396601666667
"Standing" 15 "FreqBodyAccJerkStdX" -0.986934133584906
"Standing" 16 "FreqBodyAccJerkStdX" -0.991847149615385
"Standing" 17 "FreqBodyAccJerkStdX" -0.992775377692308
"Standing" 18 "FreqBodyAccJerkStdX" -0.990287933424657
"Standing" 19 "FreqBodyAccJerkStdX" -0.985913722328767
"Standing" 20 "FreqBodyAccJerkStdX" -0.963098911506849
"Standing" 21 "FreqBodyAccJerkStdX" -0.979530485393258
"Standing" 22 "FreqBodyAccJerkStdX" -0.978773000952381
"Standing" 23 "FreqBodyAccJerkStdX" -0.984531642205882
"Standing" 24 "FreqBodyAccJerkStdX" -0.981721691014493
"Standing" 25 "FreqBodyAccJerkStdX" -0.989339890810811
"Standing" 26 "FreqBodyAccJerkStdX" -0.991275662027027
"Standing" 27 "FreqBodyAccJerkStdX" -0.98860681
"Standing" 28 "FreqBodyAccJerkStdX" -0.971672796708861
"Standing" 29 "FreqBodyAccJerkStdX" -0.994123423538462
"Standing" 30 "FreqBodyAccJerkStdX" -0.972216728644068
"Laying" 1 "FreqBodyAccJerkStdX" -0.9641607086
"Laying" 2 "FreqBodyAccJerkStdX" -0.987250255833333
"Laying" 3 "FreqBodyAccJerkStdX" -0.983122615967742
"Laying" 4 "FreqBodyAccJerkStdX" -0.980079292592593
"Laying" 5 "FreqBodyAccJerkStdX" -0.985625270384615
"Laying" 6 "FreqBodyAccJerkStdX" -0.968619159473684
